Processor,Simulation_Number,Benchmark_Score
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),527,103684402494.14
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),528,103692989715.19
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),529,103657381523.81
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),530,103801891592.67
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),531,103643337563.90
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),532,103725655841.71
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),533,103729346255.27
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),534,103673337220.47
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),535,103821239246.98
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),536,103678635824.43
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),537,103685673245.56
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),538,103775155186.01
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),539,103635083195.69
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),540,103761099164.92
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),541,103768845765.80
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),542,103831840586.16
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),543,103639569722.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),544,103811848149.10
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),545,103656720518.76
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),546,103662017389.11
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),547,103763196981.50
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),548,103633592669.87
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),549,103684643566.99
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),550,103784592240.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),551,103737462319.33
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),552,103713830321.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),553,103726959655.15
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),554,103726909567.52
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),555,103695080905.96
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),556,103577880362.31
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),557,103688046773.05
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),558,103647215575.71
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),559,103793384664.22
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),560,103564410898.10
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),561,103669151830.43
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),562,103755808567.91
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),563,103676858037.53
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),564,103671003933.53
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),565,103807652488.38
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),566,103712929101.26
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),567,103793145764.68
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),568,103685312528.91
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),569,103762581519.86
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),570,103815029501.78
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),571,103676342219.47
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),572,103743222497.95
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),573,103736099441.56
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),574,103680587606.72
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),575,103643571216.63
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),576,103809373545.73
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),577,103643433164.14
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),578,103863034460.07
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),579,103705859014.97
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),580,103774888188.23
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),581,103698697604.78
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),582,103794209664.64
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),583,103706313081.35
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),584,103785072747.96
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),585,103798159284.29
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),586,103757087793.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),587,103693360642.63
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),588,103731587673.62
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),589,103731177918.34
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),590,103500669160.24
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),591,103729226443.69
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),592,103667253821.18
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),593,103717371559.93
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),594,103768444832.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),595,103822890347.30
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),596,103670178404.55
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),597,103758921281.93
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),598,103718454545.20
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),599,103707037639.51
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),600,103774801876.53
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),601,103698489531.89
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),602,103652767630.27
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),603,103623699587.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),604,103697879004.22
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),605,103604153773.95
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),606,103810700568.20
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),607,103595655171.38
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),608,103657770569.82
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),609,103664936244.93
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),610,103617950800.38
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),611,103752541918.74
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),612,103694396715.78
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),613,103550375091.88
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),614,103684991023.92
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),615,103705707602.23
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),616,103795166406.08
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),617,103814063990.45
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),618,103692748600.66
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),619,103748670822.65
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),620,103713475324.58
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),621,103650012844.70
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),622,103603981704.51
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),623,103635610023.07
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),624,103673213972.25
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),625,103619624150.25
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),626,103738144396.60
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),627,103650555139.19
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),628,103749155789.90
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),629,103761676004.94
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),630,103739043138.07
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),631,103718633730.39
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),632,103631991592.13
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),633,103702438817.36
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),634,103627845896.35
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),635,103668718635.93
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),636,103716881839.30
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),637,103568153225.00
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),638,103638443681.10
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),639,103717548392.36
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),640,103634843231.17
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),641,103704052137.71
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),642,103646045041.09
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),643,103769871340.23
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),644,103709761135.18
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),645,103656684145.17
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),646,103800476638.87
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),647,103758773400.96
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),648,103684181386.90
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),649,103658667383.36
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),650,103690942299.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),651,103678883890.79
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),652,103689680532.44
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),653,103797752901.40
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),654,103943521900.81
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),655,103711314038.25
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),656,103735318432.94
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),657,103772754324.03
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),658,103736787137.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),659,103786863434.76
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),660,103758145629.34
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),661,103839783492.91
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),662,103883197310.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),663,103743116197.64
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),664,103544182769.43
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),665,103766927285.56
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),666,103693505047.40
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),667,103744744571.57
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),668,103765932436.19
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),669,103850657366.99
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),670,103776368645.79
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),671,103801557516.12
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),672,103766208149.21
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),673,103821879336.55
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),674,103829994296.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),675,103592367167.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),676,103767291004.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),677,103847410072.50
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),678,103828564213.94
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),679,103537411488.60
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),680,103836204934.13
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),681,103756830510.70
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),682,103718057465.98
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),683,103742902018.11
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),684,103761285968.62
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),685,103793677598.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),686,103792805062.81
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),687,103684725215.14
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),688,103710516154.86
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),689,103704515040.48
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),690,103814957983.17
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),691,103862125705.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),692,103722795153.60
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),693,103617513373.98
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),694,103633575399.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),695,103803434154.32
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),696,103758891070.18
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),697,103609573636.99
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),698,103679224432.86
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),699,103643901344.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),700,103809388242.26
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),701,103749131427.53
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),702,103695160160.29
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),703,103692288376.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),704,103663289716.45
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),705,103885204233.87
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),706,103670535079.28
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),707,103635731168.87
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),708,103778590512.93
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),709,103719318999.16
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),710,103639462875.89
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),711,103734276487.09
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),712,103607508690.47
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),713,103781265377.82
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),714,103676049549.77
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),715,103690317332.29
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),716,103831369486.04
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),717,103733631618.47
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),718,103742499943.97
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),719,103690475722.63
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),720,103704639782.12
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),721,103794246520.27
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),722,103691172978.71
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),723,103676436551.87
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),724,103628038239.06
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),725,103720197846.95
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),726,103725518177.45
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),727,103697123156.62
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),728,103659818715.15
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),729,103662267458.87
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),730,103741210289.00
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),731,103788991742.25
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),732,103724117938.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),733,103656564907.49
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),734,103625128233.35
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),735,103707560799.20
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),736,103707000596.92
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),737,103698515427.48
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),738,103687249556.47
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),739,103703288934.10
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),740,103626686347.56
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),741,103719887958.80
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),742,103912032816.35
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),743,103701303457.44
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),744,103711541143.71
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),745,103787542639.16
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),746,103720491750.57
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),747,103622703161.47
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),748,103653402613.63
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),749,103665138485.54
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),750,103659600742.39
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),751,103763905879.68
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),752,103604145721.12
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),753,103805748558.57
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),754,103741486735.70
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),755,103806763560.82
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),756,103763064550.85
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),757,103734021425.30
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),758,103612497965.32
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),759,103766032816.08
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),760,103703418400.49
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),761,103721055724.09
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),762,103759272640.24
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),763,103739490631.71
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),764,103623127716.98
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),765,103649278573.68
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),766,103739500112.28
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),767,103828862623.37
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),768,103760872305.45
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),769,103757798124.40
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),770,103782366386.98
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),771,103652965979.30
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),772,103712795068.11
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),773,103606419946.88
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),774,103808995457.52
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),775,103736635029.31
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),776,103725602174.42
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),777,103764822774.71
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),778,103666063664.97
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),779,103808303937.84
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),780,103668618397.74
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),781,103728717382.21
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),782,103803532773.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),783,103782407120.12
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),784,103616017721.27
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),785,103752728235.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),786,103725531954.08
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),787,103593792337.63
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),788,103751506840.33
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),789,103614557534.33
