Processor,Simulation_Number,Benchmark_Score
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),776,405.85
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),777,405.47
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),778,404.39
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),779,406.99
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),780,406.52
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),781,405.62
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),782,404.56
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),783,404.10
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),784,405.36
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),785,405.45
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),786,405.30
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),787,405.18
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),788,404.86
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),789,404.72
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),790,404.21
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),791,405.15
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),792,404.33
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),793,405.61
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),794,406.24
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),795,405.52
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),796,405.99
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),797,404.59
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),798,406.23
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),799,406.17
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),800,405.65
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),801,405.15
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),802,406.66
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),803,406.16
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),804,404.84
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),805,406.01
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),806,406.09
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),807,404.77
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),808,404.25
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),809,405.52
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),810,406.06
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),811,404.63
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),812,405.26
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),813,404.39
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),814,406.29
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),815,404.89
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),816,405.50
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),817,406.25
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),818,405.01
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),819,405.37
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),820,405.80
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),821,405.71
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),822,405.09
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),823,404.51
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),824,405.33
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),825,404.59
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),826,405.34
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),827,406.27
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),828,404.85
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),829,405.07
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),830,406.26
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),831,405.59
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),832,406.49
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),833,405.65
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),834,406.22
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),835,405.35
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),836,406.44
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),837,405.14
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),838,406.66
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),839,404.97
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),840,404.72
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),841,405.38
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),842,403.98
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),843,404.71
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),844,404.67
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),845,404.60
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),846,405.78
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),847,404.41
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),848,404.96
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),849,404.04
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),850,406.66
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),851,405.98
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),852,404.54
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),853,405.35
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),854,405.81
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),855,404.89
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),856,405.47
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),857,405.18
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),858,405.69
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),859,405.04
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),860,405.21
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),861,405.38
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),862,405.20
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),863,405.48
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),864,404.85
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),865,406.42
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),866,406.10
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),867,404.59
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),868,405.43
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),869,405.37
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),870,405.57
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),871,404.90
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),872,406.26
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),873,404.64
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),874,405.30
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),875,404.72
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),876,405.33
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),877,405.25
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),878,405.21
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),879,404.94
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),880,406.18
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),881,405.36
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),882,406.43
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),883,404.38
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),884,404.80
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),885,405.10
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),886,404.61
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),887,404.62
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),888,405.26
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),889,405.34
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),890,405.77
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),891,405.20
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),892,405.97
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),893,404.49
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),894,405.07
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),895,405.19
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),896,405.22
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),897,405.77
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),898,405.18
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),899,404.85
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),900,404.84
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),901,404.32
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),902,404.28
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),903,406.08
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),904,405.42
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),905,404.78
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),906,403.72
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),907,405.59
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),908,405.40
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),909,405.64
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),910,404.37
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),911,405.06
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),912,405.69
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),913,404.46
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),914,405.64
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),915,405.71
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),916,405.04
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),917,404.31
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),918,404.64
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),919,404.48
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),920,405.32
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),921,406.09
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),922,405.45
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),923,404.29
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),924,405.96
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),925,404.77
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),926,405.43
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),927,407.64
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),928,405.14
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),929,405.98
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),930,404.51
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),931,405.57
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),932,405.00
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),933,406.15
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),934,404.60
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),935,405.12
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),936,405.84
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),937,404.12
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),938,406.87
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),939,405.30
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),940,405.33
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),941,404.84
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),942,404.66
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),943,405.83
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),944,405.81
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),945,406.04
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),946,405.35
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),947,406.13
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),948,404.75
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),949,405.75
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),950,405.48
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),951,405.37
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),952,405.03
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),953,405.66
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),954,405.06
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),955,404.73
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),956,404.03
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),957,405.24
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),958,405.17
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),959,404.50
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),960,404.89
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),961,405.75
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),962,405.07
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),963,404.89
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),964,404.62
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),965,405.07
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),966,406.17
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),967,405.20
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),968,404.93
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),969,405.98
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),970,406.23
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),971,405.58
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),972,405.47
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),973,405.85
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),974,404.28
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),975,407.16
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),976,405.97
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),977,405.44
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),978,404.12
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),979,405.72
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),980,405.64
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),981,405.56
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),982,404.45
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),983,405.32
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),984,405.17
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),985,405.84
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),986,405.57
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),987,405.21
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),988,404.48
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),989,404.64
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),990,405.46
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),991,404.38
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),992,404.98
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),993,404.32
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),994,404.62
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),995,405.83
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),996,405.21
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),997,405.46
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),998,405.74
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),999,405.36
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),1000,406.20
