Processor,Simulation_Number,Benchmark_Score
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),776,371.00
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),777,368.68
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),778,371.02
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),779,369.27
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),780,369.07
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),781,371.84
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),782,369.49
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),783,369.88
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),784,370.05
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),785,370.82
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),786,370.97
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),787,370.42
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),788,369.89
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),789,370.46
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),790,371.68
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),791,370.48
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),792,369.24
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),793,371.84
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),794,371.40
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),795,370.05
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),796,369.80
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),797,370.55
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),798,371.08
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),799,372.16
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),800,370.29
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),801,371.03
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),802,370.17
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),803,370.45
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),804,371.04
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),805,371.61
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),806,371.46
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),807,371.66
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),808,370.05
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),809,370.72
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),810,370.28
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),811,371.14
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),812,370.42
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),813,370.15
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),814,369.04
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),815,367.96
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),816,370.32
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),817,368.76
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),818,371.01
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),819,370.89
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),820,370.38
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),821,368.44
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),822,369.84
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),823,371.72
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),824,369.45
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),825,371.54
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),826,370.59
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),827,369.94
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),828,371.30
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),829,371.04
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),830,371.03
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),831,368.23
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),832,368.87
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),833,369.27
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),834,371.18
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),835,368.54
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),836,369.46
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),837,368.37
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),838,371.13
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),839,371.55
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),840,369.55
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),841,371.16
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),842,370.51
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),843,371.10
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),844,371.03
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),845,370.12
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),846,370.61
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),847,372.00
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),848,368.95
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),849,370.40
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),850,372.94
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),851,370.71
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),852,368.73
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),853,370.80
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),854,370.03
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),855,369.00
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),856,369.99
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),857,370.78
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),858,370.26
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),859,370.38
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),860,369.23
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),861,369.00
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),862,369.13
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),863,370.18
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),864,371.47
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),865,368.56
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),866,369.92
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),867,368.78
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),868,368.81
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),869,373.14
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),870,369.09
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),871,371.09
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),872,369.91
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),873,371.55
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),874,370.01
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),875,369.06
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),876,370.62
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),877,368.51
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),878,368.82
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),879,369.20
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),880,370.33
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),881,370.84
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),882,369.85
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),883,370.45
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),884,369.72
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),885,370.24
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),886,369.07
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),887,370.62
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),888,369.94
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),889,369.30
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),890,371.17
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),891,370.91
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),892,369.34
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),893,369.91
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),894,370.05
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),895,367.66
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),896,368.48
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),897,372.21
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),898,369.18
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),899,369.66
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),900,370.62
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),901,369.99
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),902,370.43
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),903,370.03
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),904,370.16
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),905,369.71
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),906,370.27
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),907,370.68
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),908,370.94
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),909,370.71
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),910,367.98
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),911,372.30
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),912,369.26
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),913,370.18
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),914,371.52
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),915,369.99
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),916,370.62
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),917,370.06
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),918,369.63
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),919,369.81
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),920,370.08
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),921,370.00
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),922,372.11
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),923,370.40
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),924,370.57
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),925,369.68
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),926,370.69
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),927,370.30
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),928,370.61
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),929,370.82
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),930,370.40
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),931,371.17
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),932,371.27
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),933,369.23
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),934,371.86
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),935,370.08
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),936,367.70
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),937,370.48
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),938,372.24
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),939,369.35
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),940,370.33
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),941,370.61
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),942,370.22
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),943,370.83
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),944,370.27
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),945,369.92
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),946,370.36
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),947,370.49
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),948,369.95
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),949,368.59
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),950,370.57
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),951,370.58
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),952,371.38
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),953,371.89
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),954,369.23
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),955,371.20
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),956,369.93
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),957,369.72
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),958,369.48
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),959,371.48
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),960,371.66
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),961,370.47
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),962,369.92
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),963,371.57
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),964,369.62
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),965,369.77
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),966,369.07
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),967,372.36
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),968,370.80
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),969,370.90
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),970,369.57
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),971,369.52
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),972,369.54
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),973,370.12
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),974,370.29
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),975,371.47
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),976,370.18
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),977,371.38
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),978,369.63
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),979,370.57
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),980,369.84
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),981,370.77
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),982,370.04
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),983,370.15
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),984,370.55
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),985,370.52
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),986,370.64
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),987,371.69
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),988,369.66
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),989,369.21
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),990,371.16
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),991,369.86
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),992,368.59
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),993,371.76
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),994,371.82
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),995,370.98
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),996,370.14
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),997,372.01
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),998,369.93
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),999,370.56
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),1000,371.14
